"Choice1_1","Choice1_2","Choice1_3","Choice1_4","Choice1_5","Choice1_6","Choice1_7","Choice1_8","Choice1_9","Choice1_10","Choice1_11","Choice1_12","Neptun","gender","mothereduc","math","socialrank_1","trust","risk","timepref_control","Patience_days","Choice2_1","Choice2_2","Choice2_3","Choice2_4","Choice2_5","Choice2_6","Choice2_7","Choice2_8","Choice2_9","Choice2_10","Choice2_11","Choice2_12","Neptun_q2","Neptun_q3","Choice3_1","Choice3_2","Choice3_3","Choice3_4","Choice3_5","Choice3_6","Choice3_7","Choice3_8","Choice3_9","Choice3_10","Choice3_11","Choice3_12","Treatment","diff1","diff2","diff3","diff4","diff5","diff6","diff7","diff8","diff9","diff10","diff11","diff12","rememb1","rememb2","rememb3","rememb4","rememb5","rememb6","rememb7","rememb8","rememb9","rememb10","rememb11","rememb12"
1,2,2,2,2,2,2,2,2,2,2,2,"DT7591","Male","High School Graduation",4,6,4,4,4,"60",1,1,1,2,2,2,2,2,2,2,2,2,"DT7591","DT7591",1,1,2,2,2,2,2,2,2,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
1,2,2,2,2,2,2,2,2,2,2,2,"H6N570","Male","MA",4,7,4,3,5,"89",1,2,2,2,2,2,2,2,2,2,2,2,"H6N570","H6N570",1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,2,2,2,2,2,2,2,"4573,0","Female","High School Graduation",2,4,3,4,3,"60",1,1,1,1,1,1,1,2,2,2,2,2,"4573,0","4573,0",1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,2,2,2,2,2,2,"AFZ438","Female","High School Graduation",2,5,3,2,4,"20",1,1,1,1,1,2,2,2,2,2,2,2,"AFZ438","AFZ438",1,1,1,1,2,1,1,2,2,2,2,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1
1,1,1,1,1,2,2,2,2,2,2,2,"BO2779","Male","MA",5,8,4,4,4,"45",1,1,1,1,1,1,1,1,2,2,2,2,"BO2779","BO2779",1,1,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,2,2,2,2,2,2,2,2,2,"IKW303","Male","MA",4,6,3,2,4,"365",1,2,2,2,2,2,2,2,2,2,2,2,"IKW303","IKW303",1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,2,2,2,2,2,2,2,2,2,"DMD187","Male","MA",5,8,2,4,5,"30",1,2,2,2,2,2,2,2,2,2,2,2,"DMD187","DMD187",1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2,2,2,2,"RO1293","Male","BSC",5,8,2,4,4,"10",1,1,1,1,1,1,1,1,1,1,1,2,"RO1293","RO1293",1,1,1,1,1,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
1,1,1,1,1,2,2,2,2,2,2,2,"VL6335","Male","BSC",5,8,4,3,4,"50",1,1,1,1,1,1,2,2,2,2,2,2,"VL6335","VL6335",1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,1,1,1,"HZE457","Male","MA",4,8,3,5,5,"100",1,1,1,1,1,1,1,1,1,2,2,2,"HZE457","HZE457",2,2,2,2,2,2,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,0,0,0,1,1,0
1,2,2,2,2,2,2,2,2,2,2,2,"XWD108","Female","MA",4,7,3,3,4,"10",1,2,2,2,2,2,2,2,2,2,2,2,"XWD108","XWD108",1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2,2,2,2,"GVV509","Male","BSC",3,9,3,4,4,"50",1,1,1,1,1,1,1,1,1,2,2,2,"GVV509","GVV509",1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
2,2,2,2,2,2,2,1,1,1,1,1,"BPO310","Male","BSC",4,8,1,4,3,"14",1,1,1,1,1,1,1,1,1,1,1,1,"BPO310","BPO310",2,2,2,2,2,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,"MYJ760","Male","MA",4,8,3,2,3,"21",1,1,1,1,1,1,1,1,1,1,1,1,"MYJ760","MYJ760",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,2,2,2,2,2,2,2,"BAY775","Female","MA",4,6,3,3,2,"28",1,1,1,1,2,2,2,2,2,2,2,2,"BAY775","BAY775",1,1,1,1,1,2,2,2,2,2,2,2,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1
1,1,1,2,2,2,2,2,2,2,2,2,"CUB862","Female","BSC",5,7,3,4,4,"30",1,1,1,2,2,2,2,2,2,2,2,2,"CUB862","CUB862",1,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
1,1,1,1,2,2,2,2,2,2,2,2,"FSM786","Male","MA",4,6,3,2,3,"90",1,1,1,1,1,1,1,1,1,2,2,2,"FSM786","FSM786",1,1,1,1,1,1,2,2,2,2,2,2,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
1,1,1,1,1,1,1,1,2,2,2,2,"VAM393","Male","MA",5,9,4,4,4,"60",1,1,1,1,1,1,1,1,1,1,1,1,"VAM393","VAM393",1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,2,2,2,2,2,2,2,2,2,2,"FYT033","Female","High School Graduation",4,6,2,3,5,"7",1,1,1,2,2,2,2,2,2,2,2,2,"FYT033","FYT033",1,1,1,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2,2,2,"IOZ080","Female","MA",4,6,2,3,4,"60",1,2,2,2,2,2,2,2,2,2,2,2,"IOZ080","IOZ080",1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,2,2,2,"O1J007","Female","BSC",5,8,3,3,4,"26",1,1,1,1,1,1,2,2,2,2,2,2,"O1J070","O1J007",1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1
1,1,1,1,1,1,1,2,2,2,2,2,"Y2A734","Female","BSC",5,7,3,2,4,"30",1,1,1,1,1,2,2,2,2,2,2,2,"Y2A734","Y2A734",1,1,1,1,1,2,2,2,2,2,2,2,1,0,0,0,0,0,-1,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2,2,2,2,"DBF615","Female","Vocational School",4,5,3,3,4,"14",1,1,1,1,1,1,1,1,1,1,2,2,"DBF615","DBF615",1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1
1,1,1,1,1,1,1,1,2,2,2,2,"IZQ207","Female","BSC",3,6,3,3,4,"20",1,1,1,1,1,1,1,2,2,2,2,2,"IZQ207","IZQ207",1,1,1,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1
1,2,2,2,2,2,2,2,2,2,2,2,"DIX760","Female","High School Graduation",4,6,2,3,4,"40",1,2,2,2,2,2,2,2,2,2,2,2,"DIX760","DIX760",1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,2,2,2,2,2,2,2,2,2,"D13724","Female","MA",5,7,1,4,5,"30",1,2,2,2,2,2,2,2,2,2,2,2,"D13724","D13724",1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,2,2,2,2,2,2,2,2,"SYG811","Female","MA",2,5,2,3,3,"30",1,1,1,1,1,2,2,1,2,2,2,2,"SYG811","SYG811",1,1,1,1,1,2,2,2,2,2,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
1,1,1,1,2,2,2,2,2,2,2,2,"H45111","Male","MA",3,8,3,3,4,"40",1,2,2,2,2,2,2,2,2,2,2,2,"H45111","H45111",1,2,2,2,2,2,2,2,2,2,2,2,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,2,2,2,2,2,2,2,2,2,"LYT039","Male","High School Graduation",4,8,4,2,4,"90",1,1,2,2,2,2,2,2,2,2,2,2,"LYT039","LYT039",1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
2,1,1,1,1,1,1,1,1,1,1,1,"X9U366","Male","MA",1,7,2,4,2,"5hét",1,1,1,1,1,1,1,1,1,2,2,2,"X9U366","X9U366",1,1,1,1,1,1,1,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,0,0
1,1,1,1,1,1,1,1,1,2,2,2,"D3J536","Male","MA",4,7,2,4,2,"21",1,1,1,1,1,1,1,2,2,2,2,2,"D3J536","D3J536",1,1,1,1,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,-1,-1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1
1,1,1,1,1,1,1,1,2,2,2,2,"DEV152","Male","MA",4,10,3,3,4,"21",1,1,1,1,1,1,1,1,2,2,2,2,"DEV152","DEV152",1,1,1,1,1,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,2,2,2,2,2,2,2,"ON8858","Male","BSC",5,9,3,4,5,"30",1,1,1,1,1,2,2,2,2,2,2,2,"ON8858","ON8858",1,1,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,2,2,2,2,2,2,2,"EFK704","Male","MA",3,7,2,4,4,"14",1,1,1,1,2,2,2,2,2,2,2,2,"EFK704","EFK704",1,1,1,1,2,2,2,2,2,2,2,2,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,2,2,2,2,2,"NLB970","Female","BSC",3,7,3,2,3,"14",1,1,1,1,1,1,2,2,2,2,2,2,"NLB970","NLB970",1,1,1,1,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2,2,2,"CX1317","Female","MA",3,2,3,4,4,"3hetet",1,1,1,1,1,1,1,2,2,2,2,2,"CX1317","CX1317",1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1
1,1,2,2,2,2,2,2,2,2,2,2,"KTJ263","Male","MA",2,6,4,4,4,"30",1,1,1,1,2,2,2,2,2,2,2,2,"KTJ263","KTJ263",1,1,1,1,2,2,2,2,2,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2,2,2,2,"QM1806","Male","BSC",3,9,3,4,4,"30",1,1,1,1,1,1,1,1,1,1,1,1,"QM1806","QM1806",1,1,1,1,1,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,2,2,2,2,2,2,2,2,2,"R9A110","Male","MA",2,7,2,3,3,"90",1,2,2,2,2,2,2,2,2,2,2,2,"R9A110","R9A110",1,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,2,2,2,2,2,2,2,"S0B183","Female","Vocational School",5,6,2,3,4,"30",1,1,1,1,1,2,2,2,2,2,2,2,"S0B183","S0B183",1,1,1,1,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,2,2,2,2,2,2,2,2,"Q77543","Male","MA",3,8,3,3,5,"60",1,1,1,1,2,2,2,2,2,2,2,2,"Q77543","Q77543",1,1,1,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,"E2Q927","Male","High School Graduation",3,7,3,4,4,"10",1,1,1,1,1,2,2,2,2,2,2,2,"E2Q927","E2Q927",1,1,1,1,1,2,2,2,2,2,2,2,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,2,2,2,2,2,"FXG698","Male","BSC",5,6,2,3,3,"14",1,1,1,1,1,1,1,1,1,1,1,2,"FXG698","FXG698",1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,2,"R1H812","Male","MA",5,10,3,4,2,"15",1,1,1,1,1,1,1,1,1,1,1,2,"R1H812","R1H812",1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2,2,2,2,"DHM052","Male","MA",4,8,2,3,4,"30",1,1,1,1,1,1,1,2,2,2,2,2,"DHM052","DHM052",1,1,1,1,1,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
2,2,2,2,2,2,2,2,2,2,2,2,"FU5385","Female","Vocational School",5,3,3,3,4,"60",1,1,1,1,1,1,1,1,1,1,1,1,"FU5385","FU5385",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,2,2,2,2,2,2,2,2,2,"GX5866","Male","BSC",5,6,4,3,5,"113",1,2,2,2,2,2,2,2,2,2,2,2,"GX5866","GX5866",1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,2,2,2,2,2,2,2,2,2,2,"FYP772","Male","MA",2,8,4,4,5,"366",1,1,2,2,2,2,2,2,2,2,2,2,"FYP772","FYP772",1,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,2,2,"YSB065","Male","MA",4,8,3,4,4,"15",1,1,1,1,1,1,1,1,1,2,2,2,"YSB506","YSB506",1,1,1,1,1,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,2,2,2,2,"M5Q010","Male","MA",2,7,4,3,4,"90",1,1,1,1,1,1,1,1,2,2,2,2,"M5Q010","M5Q010",1,1,1,1,1,1,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,2,2,2,2,2,2,2,2,2,"IQC761","Male","BSC",5,6,3,2,3,"30",1,1,1,2,2,2,2,2,2,2,2,2,"IQC761","IQC761",1,1,2,2,2,2,2,2,2,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
1,1,1,1,2,2,2,2,2,2,2,2,"WLT150","Male","MA",5,7,2,3,4,"60",1,1,1,1,1,2,2,2,2,2,2,2,"WLT150","WLT150",1,1,1,1,2,2,2,2,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1
1,1,2,2,2,2,2,2,2,2,2,2,"AGO506","Female","MA",5,9,3,2,4,"60",1,1,1,1,1,2,2,2,2,2,2,2,"AGO506","AGO506",1,1,1,1,1,2,2,2,2,2,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,2,2,2,2,2,2,2,2,2,"FE8693","Male","MA",5,6,3,4,4,"100",1,2,2,2,2,2,2,2,2,2,2,2,"FE8693","FE8693",1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,2,2,2,2,2,2,2,2,2,"S82910","Female","MA",2,7,4,2,5,"30",1,1,1,1,1,1,1,1,1,2,2,2,"S82910","S82910",1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
1,1,1,1,1,1,1,1,1,2,2,2,"EQJ253","Male","MA",5,8,3,3,2,"40",1,1,1,1,1,1,1,1,1,1,1,1,"EQJ253","EQJ253",1,1,1,1,1,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,"YIM620","Male","BSC",5,7,3,4,5,"14",1,1,1,1,1,1,1,1,1,1,1,1,"YIM620","YIM620",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,2,2,2,2,2,2,2,"APS245","Male","BSC",5,6,2,3,3,"30",1,1,1,1,2,2,2,2,2,2,2,2,"APS245","APS455",1,1,1,1,1,2,2,2,2,2,2,2,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1
1,1,2,2,2,2,2,2,2,2,2,2,"LV1788","Male","MA",3,7,2,3,3,"60",1,1,1,1,1,2,2,2,2,2,2,2,"LV1788","LV1788",1,1,1,1,1,2,2,2,2,2,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,2,2,2,2,2,2,2,2,"FM6878","Female","BSC",4,7,2,4,3,"30",1,1,1,1,1,1,1,1,1,2,2,2,"FM6878","FM6878",1,1,1,1,1,1,2,2,2,2,2,2,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
1,1,1,1,1,1,1,2,2,2,2,2,"EU3882","Female","MA",5,7,3,3,4,"50",1,1,1,1,1,2,2,2,2,2,2,2,"EU3882","EU3882",1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,"Q59789","Female","MA",4,7,2,3,4,"16",1,1,1,1,1,1,1,1,1,1,1,1,"Q59789","Q59789",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,2,2,2,2,2,2,1,1,2,"N3Q197","Male","BSC",3,7,3,4,4,"20",1,1,1,1,1,1,1,1,1,2,2,2,"N3Q197","N3Q197",1,1,1,1,1,2,1,1,1,1,2,2,0,0,0,0,1,1,1,1,1,1,-1,-1,0,1,1,1,0,0,1,0,0,0,1,0,1
1,1,1,1,2,2,2,2,2,2,2,2,"J5S494","Female","BSC",4,4,3,2,3,"60",1,1,1,1,2,2,2,2,2,2,2,2,"J5S494","J5S494",1,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,2,2,2,2,2,2,2,"HZU992","Female","MA",5,7,3,3,3,"90",1,1,1,1,2,2,2,2,2,2,2,2,"HZU992","HZU992",1,1,1,1,1,1,1,2,2,2,2,2,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1
1,1,1,1,2,2,2,2,2,2,2,2,"Q3L180","Male","BSC",5,8,1,3,4,"500",1,1,1,1,2,2,2,2,2,2,2,2,"Q3L180","Q3L180",1,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,2,2,2,2,2,2,2,2,2,"CF3993","Male","High School Graduation",5,8,3,3,4,"30",1,1,1,1,1,2,2,2,2,2,2,2,"CF3993","CF3993",1,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,2,2,2,2,2,2,2,2,"U8W541","Female","BSC",3,7,2,3,3,"7",1,1,1,1,1,2,2,2,2,2,2,2,"U8W541","U8W541",1,1,1,1,1,2,2,2,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,2,2,2,2,2,2,2,2,2,2,2,"RSQ350","Male","BSC",5,8,2,3,5,"50",1,2,2,2,2,2,2,2,2,2,2,2,"RSQ350","RSQ350",1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,2,2,2,2,2,2,2,"TBY980","Female","MA",5,8,4,2,4,"21",1,2,2,2,2,2,2,2,2,2,2,2,"TBY980","TBY980",1,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
1,1,1,2,2,2,2,2,2,2,2,2,"J0S063","Male","MA",2,7,3,2,4,"20",1,1,1,2,2,2,2,2,2,2,2,2,"J0S063","J0S063",1,1,2,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1
1,2,2,2,2,2,2,2,2,2,2,2,"CQX992","Male","BSC",5,7,3,2,4,"60",1,1,1,1,1,2,2,2,2,2,2,2,"CQX992","CQX992",1,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,2,2,2,2,2,2,2,2,"C55401","Female","High School Graduation",4,8,2,3,3,"15",1,1,1,1,1,2,2,2,2,2,2,2,"C55401","C55401",1,1,1,1,2,2,2,2,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1
1,2,2,2,2,2,2,2,2,2,2,2,"LHN254","Female","MA",5,7,2,2,4,"33",1,1,1,1,1,2,2,2,2,2,2,2,"LHN254","LHN254",1,1,1,2,2,2,2,2,2,2,2,2,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1
1,1,1,2,2,2,2,2,2,2,2,2,"IDA126","Female","MA",4,8,3,4,4,"30",1,1,1,2,2,2,2,2,2,2,2,2,"IDA126","IDA126",1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
1,2,2,2,2,2,2,2,2,2,2,2,"JKP573","Male","MA",4,8,2,3,4,"40",1,2,2,2,2,2,2,2,2,2,2,2,"JKP573","JKP573",1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,2,2,2,2,2,2,2,2,2,"DYU797","Male","MA",5,7,4,3,4,"180",1,1,1,1,1,2,2,2,2,2,2,2,"DYU797","DYU797",1,1,1,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
